file,header,year,seq_len,uncompressed_bytes,zlib_bytes,compression_ratio,bytes_per_base,bits_per_base,two_bit_bytes,ratio_vs_2bit,excess_bits_per_base,overhead_bits_hat,bits_per_base_corrected
hcov-19_2026_02_14_16.fasta,hCoV-19/USA/WI-UW-1517/2020|EPI_ISL_541643|2020-09-15,2020,29782,29782,8913,0.29927472970250485,0.29927472970250485,2.394197837620039,7446,1.1970185334407735,0.3941978376200388,14508.0,1.9070579544691424
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-12D8E11/2021|EPI_ISL_1083317|2021-02-13,2021,29763,29763,8911,0.2993985821321775,0.2993985821321775,2.39518865705742,7441,1.1975540921919097,0.3951886570574201,14522.0,1.9072674125592177
hcov-19_2026_02_14_16.fasta,hCoV-19/USA/CA-ALSR-7046/2021|EPI_ISL_1081789|2021-01-02,2021,29859,29859,8920,0.2987373991091463,0.2987373991091463,2.3898991928731705,7465,1.1949095780308105,0.38989919287317054,14546.0,1.9027428915904752
hcov-19_2026_02_14_16.fasta,hCoV-19/USA/CA-ALSR-6753/2021|EPI_ISL_1081586|2021-01-18,2021,29895,29895,8929,0.29867870881418296,0.29867870881418296,2.3894296705134637,7474,1.1946748728926946,0.38942967051346367,14570.0,1.9020572002007026
hcov-19_2026_02_14_16.fasta,hCoV-19/USA/UT-UPHL-04313/2020|EPI_ISL_575143|2020-05-15,2020,29899,29899,8952,0.2994080069567544,0.2994080069567544,2.395264055654035,7475,1.1975919732441471,0.3952640556540352,14614.0,1.9064851667279843
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-12B431C/2021|EPI_ISL_1072769|2021-02-15,2021,29763,29763,8911,0.2993985821321775,0.2993985821321775,2.39518865705742,7441,1.1975540921919097,0.3951886570574201,14522.0,1.9072674125592177
hcov-19_2026_02_14_16.fasta,hCoV-19/USA/FL-CDC-STM-000051783/2021|EPI_ISL_1735623|2021-04-05,2021,29831,29831,8920,0.29901780027488184,0.29901780027488184,2.3921424021990547,7458,1.1960311075355323,0.3921424021990547,14534.0,1.904931111930542
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-12BA8EA/2021|EPI_ISL_1072070|2021-02-14,2021,29763,29763,8909,0.29933138460504655,0.29933138460504655,2.3946510768403724,7441,1.1972853111140975,0.3946510768403724,14522.0,1.9067298323421698
hcov-19_2026_02_14_16.fasta,hCoV-19/USA/TX-HMH-MCoV-9544/2020|EPI_ISL_781176|2020-07-03,2020,29841,29841,8919,0.298884085653966,0.298884085653966,2.391072685231728,7461,1.195416164053076,0.3910726852317281,14518.0,1.9045608391139708
hcov-19_2026_02_14_16.fasta,hCoV-19/England/QEUH-C14C27/2020|EPI_ISL_709503|2020-12-06,2020,29782,29782,8915,0.29934188435968034,0.29934188435968034,2.3947350748774427,7446,1.1972871340316948,0.39473507487744275,14508.0,1.9075951917265463
hcov-19_2026_02_14_16.fasta,hCoV-19/England/CAMC-12A5554/2021|EPI_ISL_1070101|2021-02-15,2021,29763,29763,8911,0.2993985821321775,0.2993985821321775,2.39518865705742,7441,1.1975540921919097,0.3951886570574201,14522.0,1.9072674125592177
hcov-19_2026_02_14_16.fasta,hCoV-19/Denmark/DCGC-45690/2021|EPI_ISL_1065200|2021-02-08,2021,29763,29763,8912,0.299432180895743,0.299432180895743,2.395457447165944,7441,1.1976884827308159,0.3954574471659442,14522.0,1.9075362026677418
hcov-19_2026_02_14_16.fasta,hCoV-19/Scotland/QEUH-12842BE/2021|EPI_ISL_1063372|2021-02-12,2021,29763,29763,8907,0.2992641870779155,0.2992641870779155,2.394113496623324,7441,1.1970165300362854,0.3941134966233242,14522.0,1.9061922521251218
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-BB4DEB/2020|EPI_ISL_702491|2020-11-20,2020,29782,29782,8916,0.29937546168826806,0.29937546168826806,2.3950036935061445,7446,1.1974214343271554,0.3950036935061445,14508.0,1.907863810355248
hcov-19_2026_02_14_16.fasta,hCoV-19/Canada/QC-CHUM-2008101693A/2020|EPI_ISL_1378976|2020-03-21,2020,29782,29782,8908,0.2991068430595662,0.2991068430595662,2.3928547444765296,7446,1.1963470319634704,0.39285474447652957,14508.0,1.905714861325633
hcov-19_2026_02_14_16.fasta,hCoV-19/Switzerland/ZH-ETHZ-461346/2021|EPI_ISL_1003444|2021-01-21,2021,29836,29836,8888,0.2978951602091433,0.2978951602091433,2.3831612816731464,7459,1.1915806408365732,0.38316128167314645,14556.0,1.8952942753720339
hcov-19_2026_02_14_16.fasta,hCoV-19/Northern_Ireland/RAND-1267864/2021|EPI_ISL_1057769|2021-02-03,2021,29763,29763,8909,0.29933138460504655,0.29933138460504655,2.3946510768403724,7441,1.1972853111140975,0.3946510768403724,14522.0,1.9067298323421698
hcov-19_2026_02_14_16.fasta,hCoV-19/Lithuania/NMVRI53767/2021|EPI_ISL_2096044|2021-03-16,2021,29837,29837,8919,0.29892415457318094,0.29892415457318094,2.3913932365854476,7460,1.1955764075067024,0.39139323658544756,14566.0,1.9032074270201427
hcov-19_2026_02_14_16.fasta,hCoV-19/Wales/PHWC-4CBF3D/2021|EPI_ISL_1053499|2021-02-14,2021,29850,29850,8929,0.2991289782244556,0.2991289782244556,2.393031825795645,7463,1.1964357496985127,0.3930318257956449,14564.0,1.9051256281407034
hcov-19_2026_02_14_16.fasta,hCoV-19/Wales/PHWC-4CB3E6/2021|EPI_ISL_1053365|2021-02-13,2021,29876,29876,8928,0.2988351854331236,0.2988351854331236,2.3906814834649888,7469,1.1953407417324944,0.39068148346498877,14560.0,1.9033337796224394
hcov-19_2026_02_14_16.fasta,hCoV-19/England/NORT-1B99305/2021|EPI_ISL_1051410|2021-02-03,2021,29765,29765,8911,0.2993784646396775,0.2993784646396775,2.39502771711742,7442,1.1973931738779897,0.3950277171174199,14506.0,1.9076768016126322
hcov-19_2026_02_14_16.fasta,hCoV-19/England/NORT-1B7DDBE/2021|EPI_ISL_1050956|2021-01-13,2021,29848,29848,8926,0.2990485124631466,0.2990485124631466,2.392388099705173,7462,1.1961940498525865,0.39238809970517297,14536.0,1.9053872956311981
hcov-19_2026_02_14_16.fasta,hCoV-19/Belgium/rega-2285/2021|EPI_ISL_1048921|2021-01-18,2021,29764,29764,8909,0.2993213277785244,0.2993213277785244,2.394570622228195,7441,1.1972853111140975,0.39457062222819506,14496.0,1.90753930923263
hcov-19_2026_02_14_16.fasta,hCoV-19/USA/WA-S3048/2020|EPI_ISL_806978|2020-08-21,2020,29857,29857,8922,0.29882439628897745,0.29882439628897745,2.3905951703118196,7465,1.1951774949765572,0.39059517031181956,14550.0,1.9032722644605955
hcov-19_2026_02_14_16.fasta,hCoV-19/Scotland/EDB14702/2021|EPI_ISL_1047871|2021-02-01,2021,29763,29763,8908,0.29929778584148103,0.29929778584148103,2.3943822867318483,7441,1.1971509205751916,0.3943822867318483,14522.0,1.9064610422336459
hcov-19_2026_02_14_16.fasta,hCoV-19/Denmark/DCGC-41134/2020|EPI_ISL_972811|2020-12-28,2020,29782,29782,8908,0.2991068430595662,0.2991068430595662,2.3928547444765296,7446,1.1963470319634704,0.39285474447652957,14508.0,1.905714861325633
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-12894B3/2021|EPI_ISL_1044549|2021-02-10,2021,29763,29763,8911,0.2993985821321775,0.2993985821321775,2.39518865705742,7441,1.1975540921919097,0.3951886570574201,14522.0,1.9072674125592177
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-1283B4B/2021|EPI_ISL_1044448|2021-02-09,2021,29763,29763,8910,0.29936498336861206,0.29936498336861206,2.3949198669488965,7441,1.1974197016530037,0.39491986694889647,14522.0,1.9069986224506938
hcov-19_2026_02_14_16.fasta,hCoV-19/England/CAMC-127FEEF/2021|EPI_ISL_1044310|2021-02-12,2021,29761,29761,8907,0.29928429824266656,0.29928429824266656,2.3942743859413325,7441,1.1970165300362854,0.39427438594133246,14454.0,1.9086052215987366
hcov-19_2026_02_14_16.fasta,hCoV-19/England/QEUH-129E56D/2021|EPI_ISL_1042431|2021-02-14,2021,29763,29763,8915,0.29953297718643956,0.29953297718643956,2.3962638174915165,7441,1.198091654347534,0.3962638174915165,14522.0,1.908342572993314
hcov-19_2026_02_14_16.fasta,hCoV-19/England/CAMC-129346B/2021|EPI_ISL_1042100|2021-02-13,2021,29754,29754,8899,0.2990858371983599,0.2990858371983599,2.3926866975868792,7439,1.1962629385670116,0.39268669758687924,14500.0,1.9053572628890234
hcov-19_2026_02_14_16.fasta,hCoV-19/Austria/CeMM1301/2020|EPI_ISL_853829|2020-03-07,2020,29782,29782,8911,0.2992075750453294,0.2992075750453294,2.3936606003626353,7446,1.1967499328498523,0.3936606003626353,14508.0,1.9065207172117387
hcov-19_2026_02_14_16.fasta,hCoV-19/Denmark/DCGC-42619/2021|EPI_ISL_1022897|2021-02-08,2021,29763,29763,8910,0.29936498336861206,0.29936498336861206,2.3949198669488965,7441,1.1974197016530037,0.39491986694889647,14522.0,1.9069986224506938
hcov-19_2026_02_14_16.fasta,hCoV-19/France/IDF-IPP03000/2021|EPI_ISL_1013220|2021-02-03,2021,29763,29763,8907,0.2992641870779155,0.2992641870779155,2.394113496623324,7441,1.1970165300362854,0.3941134966233242,14522.0,1.9061922521251218
hcov-19_2026_02_14_16.fasta,hCoV-19/England/MILK-B8EBA4/2020|EPI_ISL_674787|2020-11-13,2020,29782,29782,8862,0.29756228594453027,0.29756228594453027,2.380498287556242,7446,1.1901692183722805,0.38049828755624215,14508.0,1.8933584044053455
hcov-19_2026_02_14_16.fasta,hCoV-19/England/CAMC-1216B7A/2021|EPI_ISL_1006548|2021-02-06,2021,29763,29763,8909,0.29933138460504655,0.29933138460504655,2.3946510768403724,7441,1.1972853111140975,0.3946510768403724,14522.0,1.9067298323421698
hcov-19_2026_02_14_16.fasta,hCoV-19/England/MILK-12500EE/2021|EPI_ISL_1006003|2021-02-04,2021,29763,29763,8917,0.29960017471357053,0.29960017471357053,2.3968013977085643,7441,1.198360435425346,0.39680139770856426,14522.0,1.9088801532103619
hcov-19_2026_02_14_16.fasta,hCoV-19/England/TFCI-270594F/2021|EPI_ISL_1000950|2021-01-15,2021,29763,29763,8862,0.297752242717468,0.297752242717468,2.382017941739744,7441,1.1909689557855128,0.3820179417397438,14522.0,1.8940966972415416
hcov-19_2026_02_14_16.fasta,hCoV-19/England/CAMC-B9947E/2020|EPI_ISL_673852|2020-11-15,2020,29782,29782,8913,0.29927472970250485,0.29927472970250485,2.394197837620039,7446,1.1970185334407735,0.3941978376200388,14508.0,1.9070579544691424
hcov-19_2026_02_14_16.fasta,hCoV-19/England/OXON-F57E4D/2021|EPI_ISL_999170|2021-01-17,2021,29875,29875,8937,0.29914644351464437,0.29914644351464437,2.393171548117155,7469,1.1965457223189182,0.39317154811715493,14554.0,1.9060083682008369
hcov-19_2026_02_14_16.fasta,hCoV-19/USA/WY-WYPHL20145748/2020|EPI_ISL_1939388|2020-11-23,2020,29849,29849,8859,0.2967938624409528,0.2967938624409528,2.3743508995276223,7463,1.187056143641967,0.37435089952762235,14570.0,1.8862273442996416
hcov-19_2026_02_14_16.fasta,hCoV-19/England/MILK-11CA280/2021|EPI_ISL_998120|2021-01-30,2021,29763,29763,8907,0.2992641870779155,0.2992641870779155,2.394113496623324,7441,1.1970165300362854,0.3941134966233242,14522.0,1.9061922521251218
hcov-19_2026_02_14_16.fasta,hCoV-19/Brazil/SP-IB_101193/2021|EPI_ISL_1967174|2021-04-09,2021,29873,29873,8922,0.2986643457302581,0.2986643457302581,2.3893147658420646,7469,1.194537421341545,0.3893147658420646,14558.0,1.901985070130218
hcov-19_2026_02_14_16.fasta,hCoV-19/England/MILK-10A6A1A/2021|EPI_ISL_993558|2021-01-16,2021,29763,29763,8908,0.29929778584148103,0.29929778584148103,2.3943822867318483,7441,1.1971509205751916,0.3943822867318483,14522.0,1.9064610422336459
hcov-19_2026_02_14_16.fasta,hCoV-19/England/CAMC-109FD84/2021|EPI_ISL_993549|2021-01-18,2021,29763,29763,8914,0.29949937842287405,0.29949937842287405,2.3959950273829924,7441,1.1979572638086278,0.3959950273829924,14522.0,1.9080737828847898
hcov-19_2026_02_14_16.fasta,hCoV-19/England/MILK-108B83F/2021|EPI_ISL_993358|2021-01-15,2021,29763,29763,8909,0.29933138460504655,0.29933138460504655,2.3946510768403724,7441,1.1972853111140975,0.3946510768403724,14522.0,1.9067298323421698
hcov-19_2026_02_14_16.fasta,hCoV-19/England/MILK-108A0FC/2021|EPI_ISL_993135|2021-01-16,2021,29763,29763,8907,0.2992641870779155,0.2992641870779155,2.394113496623324,7441,1.1970165300362854,0.3941134966233242,14522.0,1.9061922521251218
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-11988F2/2021|EPI_ISL_990376|2021-01-26,2021,29763,29763,8907,0.2992641870779155,0.2992641870779155,2.394113496623324,7441,1.1970165300362854,0.3941134966233242,14522.0,1.9061922521251218
hcov-19_2026_02_14_16.fasta,hCoV-19/England/CAMC-B091CD/2020|EPI_ISL_673125|2020-10-29,2020,29782,29782,8909,0.2991404203881539,0.2991404203881539,2.3931233631052313,7446,1.196481332258931,0.3931233631052313,14508.0,1.905983479954335
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-B5C134/2020|EPI_ISL_655645|2020-11-08,2020,29779,29779,8908,0.2991369757211458,0.2991369757211458,2.3930958057691663,7445,1.196507723304231,0.39309580576916625,14538.0,1.9048994257698377
hcov-19_2026_02_14_16.fasta,hCoV-19/England/QEUH-B6C76C/2020|EPI_ISL_655975|2020-11-09,2020,29782,29782,8860,0.2974951312873548,0.2974951312873548,2.379961050298838,7446,1.1899006177813591,0.3799610502988382,14508.0,1.8928211671479418
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-121EADF/2021|EPI_ISL_985781|2021-02-04,2021,29763,29763,8915,0.29953297718643956,0.29953297718643956,2.3962638174915165,7441,1.198091654347534,0.3962638174915165,14522.0,1.908342572993314
hcov-19_2026_02_14_16.fasta,hCoV-19/England/QEUH-B66A69/2020|EPI_ISL_654983|2020-11-11,2020,29782,29782,8924,0.29964408031697,0.29964408031697,2.39715264253576,7446,1.1984958366908407,0.3971526425357599,14508.0,1.9100127593848633
hcov-19_2026_02_14_16.fasta,hCoV-19/Spain/AN-HUSC_63486009/2021|EPI_ISL_981966|2021-01-13,2021,29799,29799,8920,0.2993389039900668,0.2993389039900668,2.3947112319205344,7450,1.1973154362416107,0.39471123192053437,14530.0,1.9071109768784187
hcov-19_2026_02_14_16.fasta,hCoV-19/Switzerland/GE-33122304/2021|EPI_ISL_981709|2021-01-30,2021,29826,29826,8911,0.29876617716086634,0.29876617716086634,2.3901294172869307,7457,1.1949845782486255,0.39012941728693074,14556.0,1.9020988399383087
hcov-19_2026_02_14_16.fasta,hCoV-19/Spain/VC-IBV-99016729/2021|EPI_ISL_961227|2021-01-18,2021,29788,29788,8916,0.2993151604673023,0.2993151604673023,2.394521283738418,7447,1.197260641869209,0.3945212837384182,14500.0,1.9077480864777763
hcov-19_2026_02_14_16.fasta,hCoV-19/Wales/PHWC-4C25DA/2021|EPI_ISL_952255|2021-01-30,2021,29846,29846,8929,0.2991690678817932,0.2991690678817932,2.3933525430543456,7462,1.1965960868399892,0.39335254305434564,14532.0,1.9064531260470414
hcov-19_2026_02_14_16.fasta,hCoV-19/Wales/PHWC-4C078B/2021|EPI_ISL_951933|2021-01-25,2021,29862,29862,8932,0.29910923581809656,0.29910923581809656,2.3928738865447725,7466,1.1963568175729975,0.3928738865447725,14596.0,1.9040921572567142
hcov-19_2026_02_14_16.fasta,hCoV-19/Denmark/DCGC-87370/2021|EPI_ISL_2023555|2021-04-26,2021,29763,29763,8909,0.29933138460504655,0.29933138460504655,2.3946510768403724,7441,1.1972853111140975,0.3946510768403724,14522.0,1.9067298323421698
hcov-19_2026_02_14_16.fasta,hCoV-19/England/OXON-F5264A/2021|EPI_ISL_951320|2021-01-05,2021,29884,29884,8941,0.29919020211484404,0.29919020211484404,2.3935216169187523,7471,1.1967608084593762,0.3935216169187523,14624.0,1.9041627626823718
hcov-19_2026_02_14_16.fasta,hCoV-19/USA/FL-BPHL-1583/2021|EPI_ISL_1674898|2021-02-16,2021,29796,29796,8907,0.2989327426500201,0.2989327426500201,2.391461941200161,7449,1.1957309706000805,0.391461941200161,14560.0,1.902805745737683
hcov-19_2026_02_14_16.fasta,hCoV-19/England/MILK-117C6EB/2021|EPI_ISL_947198|2021-01-25,2021,29763,29763,8912,0.299432180895743,0.299432180895743,2.395457447165944,7441,1.1976884827308159,0.3954574471659442,14522.0,1.9075362026677418
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-119D7A5/2021|EPI_ISL_945577|2021-01-27,2021,29763,29763,8910,0.29936498336861206,0.29936498336861206,2.3949198669488965,7441,1.1974197016530037,0.39491986694889647,14522.0,1.9069986224506938
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-B1AC5F/2020|EPI_ISL_646100|2020-11-01,2020,29782,29782,8913,0.29927472970250485,0.29927472970250485,2.394197837620039,7446,1.1970185334407735,0.3941978376200388,14508.0,1.9070579544691424
hcov-19_2026_02_14_16.fasta,hCoV-19/England/MILK-116AFA9/2021|EPI_ISL_938611|2021-01-25,2021,29763,29763,8909,0.29933138460504655,0.29933138460504655,2.3946510768403724,7441,1.1972853111140975,0.3946510768403724,14522.0,1.9067298323421698
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-B1B2B6/2020|EPI_ISL_645839|2020-11-02,2020,29767,29767,8899,0.29895521886653004,0.29895521886653004,2.3916417509322403,7442,1.1957807041117978,0.3916417509322403,14510.0,1.9041892028084793
hcov-19_2026_02_14_16.fasta,hCoV-19/England/QEUH-B6934D/2020|EPI_ISL_661503|2020-11-11,2020,29782,29782,8906,0.2990396884023907,0.2990396884023907,2.3923175072191256,7446,1.196078431372549,0.3923175072191256,14508.0,1.9051776240682292
hcov-19_2026_02_14_16.fasta,hCoV-19/England/CAMC-B368A4/2020|EPI_ISL_645427|2020-11-05,2020,29782,29782,8907,0.2990732657309784,0.2990732657309784,2.3925861258478274,7446,1.1962127316680096,0.39258612584782737,14508.0,1.905446242696931
hcov-19_2026_02_14_16.fasta,hCoV-19/USA/NY-NYCPHL-002720/2021|EPI_ISL_937215|2021-01-25,2021,29772,29772,8908,0.29920730888082764,0.29920730888082764,2.393658471046621,7443,1.1968292355233106,0.3936584710466211,14524.0,1.9058175466881633
hcov-19_2026_02_14_16.fasta,hCoV-19/England/QEUH-114B858/2021|EPI_ISL_932908|2021-01-25,2021,29763,29763,8910,0.29936498336861206,0.29936498336861206,2.3949198669488965,7441,1.1974197016530037,0.39491986694889647,14522.0,1.9069986224506938
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-1185B2C/2021|EPI_ISL_931830|2021-01-25,2021,29763,29763,8910,0.29936498336861206,0.29936498336861206,2.3949198669488965,7441,1.1974197016530037,0.39491986694889647,14522.0,1.9069986224506938
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-B6396F/2020|EPI_ISL_656617|2020-11-08,2020,29782,29782,8907,0.2990732657309784,0.2990732657309784,2.3925861258478274,7446,1.1962127316680096,0.39258612584782737,14508.0,1.905446242696931
hcov-19_2026_02_14_16.fasta,hCoV-19/Wales/PHWC-490BE2/2020|EPI_ISL_706546|2020-11-15,2020,29872,29872,8924,0.29874129619710765,0.29874129619710765,2.3899303695768612,7468,1.1949651847884306,0.3899303695768612,14600.0,1.901178361006963
hcov-19_2026_02_14_16.fasta,hCoV-19/Brazil/un-UFLA-1447/2021|EPI_ISL_2106187|2021-02-26,2021,29903,29903,8940,0.29896665886365914,0.29896665886365914,2.391733270909273,7476,1.1958266452648476,0.3917332709092731,14578.0,1.9042236564893154
hcov-19_2026_02_14_16.fasta,hCoV-19/England/NORW-2278EB/2021|EPI_ISL_921959|2021-01-19,2021,29846,29846,8934,0.29933659451852845,0.29933659451852845,2.3946927561482276,7462,1.1972661484856606,0.39469275614822763,14532.0,1.9077933391409234
hcov-19_2026_02_14_16.fasta,hCoV-19/England/NORW-22185A/2020|EPI_ISL_921845|2020-12-23,2020,29804,29804,8919,0.29925513353912225,0.29925513353912225,2.394041068312978,7451,1.197020534156489,0.394041068312978,14540.0,1.9061870889813448
hcov-19_2026_02_14_16.fasta,hCoV-19/England/CAMC-10BF45C/2021|EPI_ISL_908824|2021-01-19,2021,29763,29763,8906,0.29923058831435,0.29923058831435,2.3938447065148,7441,1.1968821394973794,0.3938447065148001,14522.0,1.9059234620165977
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-10E51FC/2021|EPI_ISL_908012|2021-01-19,2021,29763,29763,8909,0.29933138460504655,0.29933138460504655,2.3946510768403724,7441,1.1972853111140975,0.3946510768403724,14522.0,1.9067298323421698
hcov-19_2026_02_14_16.fasta,hCoV-19/Brazil/AM-1062/2021|EPI_ISL_906071|2021-01-19,2021,29867,29867,8924,0.29879130813272176,0.29879130813272176,2.390330465061774,7467,1.1951252176242133,0.39033046506177405,14562.0,1.9027689423109118
hcov-19_2026_02_14_16.fasta,hCoV-19/England/CAMC-10A0913/2021|EPI_ISL_891886|2021-01-18,2021,29763,29763,8911,0.2993985821321775,0.2993985821321775,2.39518865705742,7441,1.1975540921919097,0.3951886570574201,14522.0,1.9072674125592177
hcov-19_2026_02_14_16.fasta,hCoV-19/Mozambique/INS-K007977/2021|EPI_ISL_887449|2021-01-07,2021,29849,29849,8870,0.297162383999464,0.297162383999464,2.377299071995712,7463,1.1885300817365672,0.3772990719957119,14570.0,1.8891755167677309
hcov-19_2026_02_14_16.fasta,hCoV-19/Italy/VEN-IZSVe-21RS328-10_TV/2021|EPI_ISL_1260956|2021-02-09,2021,29858,29858,8909,0.2983789939044812,0.2983789939044812,2.3870319512358495,7465,1.193436034829203,0.38703195123584955,14532.0,1.9003282202424812
hcov-19_2026_02_14_16.fasta,hCoV-19/Denmark/DCGC-6954/2020|EPI_ISL_619800|2020-10-12,2020,29782,29782,8904,0.2989725337452152,0.2989725337452152,2.3917802699617217,7446,1.1958098307816276,0.39178026996172166,14508.0,1.9046403868108253
hcov-19_2026_02_14_16.fasta,hCoV-19/England/ALDP-10B58D2/2021|EPI_ISL_885558|2021-01-17,2021,29763,29763,8910,0.29936498336861206,0.29936498336861206,2.3949198669488965,7441,1.1974197016530037,0.39491986694889647,14522.0,1.9069986224506938
